"Country.Name","Country.Code","Series.Name","Series.Code","X2013..YR2013.","X2014..YR2014.","X2015..YR2015."
"Korea, Rep.","KOR","PISA: Mean performance on the reading scale","LO.PISA.REA","..","..","517.4367"
"Korea, Rep.","KOR","PISA: Mean performance on the reading scale. Female","LO.PISA.REA.FE","..","..","538.609217621669"
"Korea, Rep.","KOR","PISA: Mean performance on the reading scale. Male","LO.PISA.REA.MA","..","..","498.068987929607"
"Korea, Rep.","KOR","PISA: Mean performance on the science scale","LO.PISA.SCI","..","..","515.8099"
"Korea, Rep.","KOR","PISA: Mean performance on the science scale. Female","LO.PISA.SCI.FE","..","..","520.832926963475"
"Korea, Rep.","KOR","PISA: Mean performance on the science scale. Male","LO.PISA.SCI.MA","..","..","511.215065838711"
"Kuwait","KWT","PISA: Mean performance on the mathematics scale","LO.PISA.MAT","..","..",".."
"Kuwait","KWT","PISA: Mean performance on the mathematics scale. Female","LO.PISA.MAT.FE","..","..",".."
"Kuwait","KWT","PISA: Mean performance on the mathematics scale. Male","LO.PISA.MAT.MA","..","..",".."
"Kuwait","KWT","PISA: Mean performance on the reading scale","LO.PISA.REA","..","..",".."
"Kuwait","KWT","PISA: Mean performance on the reading scale. Female","LO.PISA.REA.FE","..","..",".."
"Kuwait","KWT","PISA: Mean performance on the reading scale. Male","LO.PISA.REA.MA","..","..",".."
"Kuwait","KWT","PISA: Mean performance on the science scale","LO.PISA.SCI","..","..",".."
"Kuwait","KWT","PISA: Mean performance on the science scale. Female","LO.PISA.SCI.FE","..","..",".."
"Kuwait","KWT","PISA: Mean performance on the science scale. Male","LO.PISA.SCI.MA","..","..",".."
"Kyrgyz Republic","KGZ","PISA: Mean performance on the mathematics scale","LO.PISA.MAT","..","..",".."
"Kyrgyz Republic","KGZ","PISA: Mean performance on the mathematics scale. Female","LO.PISA.MAT.FE","..","..",".."
"Kyrgyz Republic","KGZ","PISA: Mean performance on the mathematics scale. Male","LO.PISA.MAT.MA","..","..",".."
"Kyrgyz Republic","KGZ","PISA: Mean performance on the reading scale","LO.PISA.REA","..","..",".."
"Kyrgyz Republic","KGZ","PISA: Mean performance on the reading scale. Female","LO.PISA.REA.FE","..","..",".."
"Kyrgyz Republic","KGZ","PISA: Mean performance on the reading scale. Male","LO.PISA.REA.MA","..","..",".."
"Kyrgyz Republic","KGZ","PISA: Mean performance on the science scale","LO.PISA.SCI","..","..",".."
"Kyrgyz Republic","KGZ","PISA: Mean performance on the science scale. Female","LO.PISA.SCI.FE","..","..",".."
"Kyrgyz Republic","KGZ","PISA: Mean performance on the science scale. Male","LO.PISA.SCI.MA","..","..",".."
"Latvia","LVA","PISA: Mean performance on the mathematics scale","LO.PISA.MAT","..","..","482.3051"
"Latvia","LVA","PISA: Mean performance on the mathematics scale. Female","LO.PISA.MAT.FE","..","..","483.257259834164"
"Latvia","LVA","PISA: Mean performance on the mathematics scale. Male","LO.PISA.MAT.MA","..","..","481.355785493641"
"Latvia","LVA","PISA: Mean performance on the reading scale","LO.PISA.REA","..","..","487.7581"
"Latvia","LVA","PISA: Mean performance on the reading scale. Female","LO.PISA.REA.FE","..","..","508.825073925476"
"Latvia","LVA","PISA: Mean performance on the reading scale. Male","LO.PISA.REA.MA","..","..","466.75521735182"
"Latvia","LVA","PISA: Mean performance on the science scale","LO.PISA.SCI","..","..","490.225"
"Latvia","LVA","PISA: Mean performance on the science scale. Female","LO.PISA.SCI.FE","..","..","495.579153121933"
"Latvia","LVA","PISA: Mean performance on the science scale. Male","LO.PISA.SCI.MA","..","..","484.887176408058"
"Lebanon","LBN","PISA: Mean performance on the mathematics scale","LO.PISA.MAT","..","..","396.2497"
"Lebanon","LBN","PISA: Mean performance on the mathematics scale. Female","LO.PISA.MAT.FE","..","..","385.98921105247"
"Lebanon","LBN","PISA: Mean performance on the mathematics scale. Male","LO.PISA.MAT.MA","..","..","408.057112931964"
"Lebanon","LBN","PISA: Mean performance on the reading scale","LO.PISA.REA","..","..","346.549"
"Lebanon","LBN","PISA: Mean performance on the reading scale. Female","LO.PISA.REA.FE","..","..","353.277295651411"
"Lebanon","LBN","PISA: Mean performance on the reading scale. Male","LO.PISA.REA.MA","..","..","338.806193391312"
"Lebanon","LBN","PISA: Mean performance on the science scale","LO.PISA.SCI","..","..","386.4854"
